id,symbol,avg_diff|float,p_val|float,_hprdClass,_expr,_geneLists,class
NADK2,NADK2,1.38739,0,Unclassified,BrainSpLMD|133686,"OMIM|615787;HPO|133686|Autosomal recessive inheritance, Cerebral atrophy, Choreoathetosis, Cortical visual impairment, Death in infancy, Decreased plasma free carnitine, Dystonia, Encephalopathy, Failure to thrive, Global developmental delay, Hyperlysinemia, Leukodystrophy, Microcephaly, Muscular hypotonia, Neonatal hypotonia, Nystagmus, Seizures, Spasticity, Tetraplegia, Ventriculomegaly",oRG
LINC00998,LINC00998,1.38544,0,"","","",oRG
NFE2L2,NFE2L2,1.38527,0,Transcription factor,"BrainSpLMD|4780;Eurexp|euxassay_018087|larynx, midgut, rectum, stomach, submandibular gland primordium, thyroid, trachea;BrainSpMouseDev|17791","OMIM|600492;COSMIC||NSCLC, HNSCC",oRG
ADK,ADK,1.38344,7.94e-14,Enzyme: Phosphotransferase,"BrainSpLMD|132;Eurexp|euxassay_001699|Meckel's cartilage, basisphenoid bone, bladder, cortex, exoccipital bone, foregut-midgut junction, hindgut, lobe, lung, midgut, molar, nucleus pulposus, oesophagus, orbito-sphenoid, pancreas, pectoral girdle and thoracic body wall, rectum, rib, stomach, submandibular gland primordium, thymus primordium, vault of skull, ventricular layer, vertebra","SFARI||Autism, 4 - Minimal evidence;OMIM|102750;HPO|132|Autosomal recessive inheritance, Cerebral atrophy, Cholestasis, Decreased liver function, Delayed speech and language development, Elevated hepatic transaminases, Failure to thrive, Frontal bossing, Generalized hypotonia, Global developmental delay, Hepatic steatosis, Hyperbilirubinemia, Hypermethioninemia, Hypertelorism, Infantile onset, Macrocephaly, Narrow foot, Poor speech, Portal fibrosis, Progressive, Seizures, Skeletal muscle atrophy",oRG
FUT9,FUT9,1.38338,0,Enzyme: Fucosyltransferase,BrainSpLMD|10690,OMIM|606865,oRG
TSPAN18,TSPAN18,1.38076,5.79e-10,Integral membrane protein,BrainSpLMD|90139;Eurexp|euxassay_002400|ventricular layer,"",oRG
PTPRF,PTPRF,1.38073,0,Receptor tyrosine phosphatase,BrainSpLMD|5792,"OMIM|179590;HPO|5792|Absent nipple, Autosomal recessive inheritance, Broad nasal tip, Small earlobe, Smooth philtrum",oRG
EMX2OS,EMX2OS,1.38039,3.82e-13,"","",OMIM|607637,oRG
FBXL7,FBXL7,1.37664,9.23e-14,Ubiquitin proteasome system protein,BrainSpLMD|23194,OMIM|605656,oRG
MSN,MSN,1.37072,0,Cytoskeletal protein,"BrainSpLMD|4478;Eurexp|euxassay_009365|alimentary system, cardiovascular system, cavities and their linings, gland, integumental system, limb, mesenchyme, nervous system, organ system, renal/urinary system, reproductive system, respiratory system, sensory organ, tail, vertebral axis muscle system","SFARI||Autism, 5 - Hypothesized but untested;OMIM|309845;COSMIC||ALCL;HPO|4478|Decreased antibody level in blood, Eczema, Lymphopenia, Recurrent respiratory infections, Recurrent urinary tract infections, X-linked recessive inheritance",oRG
SLC1A4,SLC1A4,1.36974,0.000388189,Transport/cargo protein,"BrainSpLMD|6509;Eurexp|euxassay_019712|brain, dorsal root ganglion, facial VII, glossopharyngeal IX, lung, olfactory, spinal cord, thymus primordium, trigeminal V, vomeronasal organ;BrainSpMouseDev|35249","OMIM|600229;HPO|6509|Autosomal recessive inheritance, Babinski sign, Cerebral atrophy, Congenital onset, Generalized hypotonia, Global developmental delay, Hyperactivity, Hyperreflexia, Hypoplasia of the corpus callosum, Inability to walk, Intellectual disability, Irritability, Progressive microcephaly, Spastic tetraplegia",oRG
CHRDL1,CHRDL1,1.35961,3.22e-15,Secreted polypeptide,BrainSpLMD|91851,OMIM|300350,oRG
DPY19L4,DPY19L4,1.35916,7.94e-07,Unclassified,BrainSpLMD|286148,OMIM|613895,oRG
TBL1X,TBL1X,1.35916,1.17e-06,Cell cycle control protein,BrainSpLMD|6907,"SFARI||Autism, 4 - Minimal evidence;OMIM|300196",oRG
IKZF2,IKZF2,1.35779,1.62e-07,Transcription factor,BrainSpLMD|22807,OMIM|606234,oRG
SEMA6A,SEMA6A,1.3566,0,Integral membrane protein,"BrainSpLMD|57556;Eurexp|euxassay_011666|axial skeleton, clavicle, cochlea, mandible, mantle layer, marginal layer, maxilla, meninges, mesenchyme, metanephros, neural retina, palatal shelf, skeletal muscle, submandibular gland primordium, thyroid, ventral grey horn, ventricular layer, vibrissa;BrainSpMouseDev|20121",OMIM|605885,oRG
FKBP9,FKBP9,1.34958,0,Chaperone,"BrainSpLMD|11328;Eurexp|euxassay_007465|axial skeleton, bladder, clavicle, cricoid, exoccipital bone, femur, fibula, humerus, incisor, mandible, maxilla, mesenchyme, metatarsus, nasal septum, nucleus pulposus, orbito-sphenoid, otic capsule, phalanx, radius, rib, sternum, temporal bone, thyroid, tibia, turbinate, ulna, vault of skull",OMIM|616257;COSMIC||glioma,oRG
SOX3,SOX3,1.34943,1.06e-10,Transcription factor,BrainSpLMD|6658;Eurexp|euxassay_019627|ventricular layer;BrainSpMouseDev|20437,"OMIM|313430;HPO|6658|Abnormal prolactin level, Abnormality of secondary sexual hair, Agenesis of corpus callosum, Ambiguous genitalia, Amenorrhea, Anterior pituitary hypoplasia, Aplasia/Hypoplasia of the breasts, Cleft palate, Cryptorchidism, Decreased circulating ACTH level, Decreased testicular size, Depressed nasal ridge, Fatigue, Global developmental delay, Growth hormone deficiency, Hemiplegia/hemiparesis, Hypoglycemia, Hypogonadotrophic hypogonadism, Hypoplasia of penis, Hypotension, Hypothyroidism, Infertility, Intellectual disability, mild, Male hypogonadism, Nystagmus, Panhypopituitarism, Pituitary dwarfism, Pituitary hypothyroidism, Polycystic ovaries, Seizures, Septo-optic dysplasia, Short stature, Strabismus, Visual impairment, X-linked inheritance",oRG
INTU,INTU,1.34867,0,Unclassified,BrainSpLMD|27152,OMIM|610621,oRG
CCDC113,CCDC113,1.34854,3.41e-07,Unclassified,"BrainSpLMD|29070;Eurexp|euxassay_006340|choroid invagination, choroid plexus",OMIM|616070,oRG
CPNE2,CPNE2,1.34541,3.47e-13,Transport/cargo protein,"BrainSpLMD|221184;Eurexp|euxassay_001619|choroid plexus, marginal layer, ventricular layer;BrainSpMouseDev|87854",OMIM|604206,oRG
IDI1,IDI1,1.34317,0,Enzyme: Isomerase,"BrainSpLMD|3422;Eurexp|euxassay_011601|adrenal gland, cervical, cervico-thoracic, clavicle, cortex, dorsal root ganglion, glossopharyngeal IX, hindgut, incisor, lobe, mandible, mantle layer, maxilla, midgut, molar, neural retina, olfactory, orbito-sphenoid, pancreas, rectum, submandibular gland primordium, testis, thoracic, thymus primordium, trigeminal V, ventral grey horn, ventricular layer, vibrissa, vomeronasal organ",OMIM|604055,oRG
FAIM,FAIM,1.34231,8.79e-11,Unclassified,BrainSpLMD|55179,OMIM|617535,oRG
HSD17B7P2,HSD17B7P2,1.34167,1.35e-10,"",BrainSpLMD|158160,"",oRG
BCKDHB,BCKDHB,1.33813,2.02e-05,Enzyme: Decarboxylase,BrainSpLMD|594;Eurexp|euxassay_006740|embryo,"OMIM|248611;HPO|594|Ataxia, Autosomal recessive inheritance, Cerebral edema, Coma, Elevated plasma branched chain amino acids, Feeding difficulties in infancy, Generalized hypotonia, Growth abnormality, Hallucinations, Hypertonia, Hypoglycemia, Intellectual disability, Ketosis, Lactic acidosis, Lethargy, Pancreatitis, Seizures, Vomiting",oRG
FSTL1,FSTL1,1.33391,0,Protease inhibitor,"Eurexp|euxassay_003685|alimentary system, cardiovascular system, gland, integumental system, limb, renal/urinary system, reproductive system, respiratory system, skeleton, tail;BrainSpMouseDev|14090",OMIM|605547,oRG
GAREML,GAREML,1.3331,5.19e-12,"","","",oRG
REXO2,REXO2,1.33002,0,Ribonuclease,BrainSpLMD|25996,OMIM|607149,oRG
HTRA1,HTRA1,1.3295,0,Serine protease,"BrainSpLMD|5654;Eurexp|euxassay_005061|anterior abdominal wall, aorta, axial muscle, axial skeleton, choroid plexus, diaphragm, humerus, incisor, lung, mesenchyme, metatarsus, molar, nucleus pulposus, pancreas, pelvic girdle, pharyngo-tympanic tube, rest of mesenchyme, rest of mesencyme, roof plate, scapula, skeletal muscle, sternum, tongue, trachea, ventricular layer, vibrissa","OMIM|602194;HPO|5654|Abnormality of extrapyramidal motor function, Alopecia, Arteriosclerosis of small cerebral arteries, Ataxia, Autosomal recessive inheritance, Babinski sign, Dementia, Diffuse demyelination of the cerebral white matter, Diffuse white matter abnormalities, Dysarthria, Gait disturbance, Hyperreflexia, Leukoencephalopathy, Low back pain, Progressive encephalopathy, Pseudobulbar signs, Rigidity, Spasticity, Urinary incontinence",oRG
AIG1,AIG1,1.3248,5.35e-12,Integral membrane protein,BrainSpLMD|51390,OMIM|608514,oRG
TSPAN7,TSPAN7,1.3155,0,Cell surface receptor,"BrainSpLMD|7102;Eurexp|euxassay_015336|bladder, cervical, cervico-thoracic, dorsal root ganglion, facial VII, glossopharyngeal IX, mantle layer, midgut, neural retina, pancreas, thoracic, trigeminal V, vagus X, ventricular layer, vibrissa","SFARI||Autism, 4 - Minimal evidence;OMIM|300096;HPO|7102|Intellectual disability, Intellectual disability, mild, X-linked recessive inheritance",oRG
PALLD,PALLD,1.31146,0,Unclassified,BrainSpLMD|23022,OMIM|608092,oRG
SHROOM3,SHROOM3,1.31123,0,Adapter molecule,"BrainSpLMD|57619;Eurexp|euxassay_012216|cortex, midgut, olfactory, ventricular layer, vertebral axis muscle system",OMIM|604570,oRG
LRP4,LRP4,1.31069,0,Cell surface receptor,"Eurexp|euxassay_011129|alar columns, epithelium, glomeruli, incisor, mantle layer, molar, olfactory, ventricular layer, vibrissa","OMIM|604270;HPO|4038|2-3 finger syndactyly, Abnormal cortical bone morphology, Abnormality of the nose, Autosomal dominant inheritance, Autosomal recessive inheritance, Congenital onset, Craniofacial hyperostosis, Curved distal phalanges of the hand, Cutaneous finger syndactyly, Diaphyseal thickening, Difficulty walking, Downslanted palpebral fissures, Facial palsy, Feeding difficulties, Fingernail dysplasia, Frontal bossing, Hearing impairment, Hypertelorism, Hypoplasia of the radius, Hypoplasia of the ulna, Hyporeflexia, Increased bone mineral density, Macrocephaly, Mandibular prognathia, Micrognathia, Nail dysplasia, Prominent forehead, Ptosis, Renal agenesis, Renal hypoplasia, Sensorineural hearing impairment, Short finger, Syndactyly, Tall stature",oRG
APOL2,APOL2,1.3097,0,Integral membrane protein;Transport/cargo protein,BrainSpLMD|23780;Eurexp|euxassay_010310|liver,OMIM|607252,oRG
CHST10,CHST10,1.30781,1.88e-08,Enzyme: Sulphotransferase,BrainSpLMD|9486,OMIM|606376,oRG
HSPA4L,HSPA4L,1.30601,1.05e-05,Heat shock protein,"BrainSpLMD|22824;Eurexp|euxassay_006441|cervico-thoracic, diencephalon, dorsal root ganglion, epithelium, facial VII, glossopharyngeal IX, hindbrain, left, mantle layer, mesenchyme, midbrain, midgut, neural retina, olfactory, pituitary, posterior, right, skeletal muscle, spinal cord, thoracic, thymus primordium, trachea, trigeminal V, vagus X, ventricular layer, vertebral axis muscle system, vestibulocochlear VIII, vibrissa, vomeronasal organ","",oRG
INPP1,INPP1,1.29901,1.54e-14,Enzyme: Phosphohydrolase,BrainSpLMD|3628;BrainSpMouseDev|16102,"SFARI||Autism, 4 - Minimal evidence;OMIM|147263",oRG
RFTN2,RFTN2,1.29713,0,Unclassified,BrainSpLMD|130132,"",oRG
TAGLN2,TAGLN2,1.29609,0,Unclassified,BrainSpLMD|8407;Eurexp|euxassay_001884|ventricular layer;BrainSpMouseDev|21107,OMIM|604634,oRG
UTRN,UTRN,1.29378,4.28e-09,Anchor protein,"BrainSpLMD|7402;Eurexp|euxassay_013991|bladder, cortex, dorsal root ganglion, epithelium, facial VII, glossopharyngeal IX, mantle layer, mesenchyme, midgut, olfactory, primitive seminiferous tubules, rectum, stomach, trigeminal V, urethra","SFARI||Autism, No category;OMIM|128240",oRG
JUN,JUN,1.29287,0,Transcription factor,"BrainSpLMD|3725;Eurexp|euxassay_017995|mantle layer, metacarpus, metatarsus, olfactory, phalanx, ventral grey horn, ventricular layer;BrainSpMouseDev|16249",OMIM|165160;COSMIC||sarcoma,oRG
FAT1,FAT1,1.2919,0,Adhesion molecule,"BrainSpLMD|2195;Eurexp|euxassay_013462|axial skeleton, lung, mandible, maxilla, mesenchyme, rest of mesenchyme, sternum, submandibular gland primordium, vibrissa;BrainSpMouseDev|13884","SFARI||Autism, No category;OMIM|600976;COSMIC||oral squamous cell, chemorefractory CLL, head and neck, pancreatic acinar cell carcinoma, pancreatic",oRG
PDLIM3,PDLIM3,1.29163,0,Unclassified,BrainSpLMD|27295,OMIM|605889,oRG
CNTFR,CNTFR,1.29057,1.11e-09,Cell surface receptor,BrainSpLMD|1271,OMIM|118946,oRG
CDCA7L,CDCA7L,1.28903,1.37e-11,Transcription factor,"BrainSpLMD|55536;Eurexp|euxassay_003467|adenohypophysis, epidermis, fundus region, glomeruli, hindgut, left lung, lobe, lumen, lung, marginal layer, midgut, neural retina, oesophagus, olfactory, pancreas, pharyngo-tympanic tube, respiratory, right lung, stomach, submandibular gland primordium, testis, thymus primordium, trachea, urethra, ventral grey horn, ventricular layer, vibrissa;BrainSpMouseDev|85297",OMIM|609685,oRG
ZMAT1,ZMAT1,1.28803,2.11e-13,DNA binding protein,BrainSpLMD|84460,OMIM|301007,oRG
SEMA4A,SEMA4A,1.28667,6.52e-11,Cell surface receptor,BrainSpLMD|64218;BrainSpMouseDev|20114,"OMIM|607292;HPO|64218|Abnormal electroretinogram, Abnormality of color vision, Abnormality of retinal pigmentation, Abnormality of skin pigmentation, Abnormality of the retinal vasculature, Abnormality of the testis, Anteverted nares, Atypical scarring of skin, Autosomal dominant inheritance, Autosomal recessive inheritance, Blindness, Cataract, Conductive hearing impairment, Cone/cone-rod dystrophy, Glaucoma, Hyperinsulinemia, Hypogonadism, Hypoplasia of penis, Increased lacrimation, Intellectual disability, Keratoconus, Macular degeneration, Nyctalopia, Nystagmus, Obesity, Ophthalmoplegia, Optic atrophy, Peripheral visual field loss, Photophobia, Progressive night blindness, Progressive visual loss, Rod-cone dystrophy, Sensorineural hearing impairment, Wide nasal bridge",oRG
MED11,MED11,1.28667,1.69e-10,Unclassified,BrainSpLMD|400569,OMIM|612383,oRG
RP11.138A9.1,RP11.138A9.1,1.28518,3.32e-09,"","","",oRG
CSMD2,CSMD2,1.2836,1.58e-12,Unclassified,"BrainSpLMD|114784;Eurexp|euxassay_013347|brain, cervical, cervico-thoracic, dorsal root ganglion, facial VII, glossopharyngeal IX, spinal cord, trigeminal V, vagus X",OMIM|608398,oRG
ORAI2,ORAI2,1.28224,6.72e-07,Unclassified,"BrainSpLMD|80228;Eurexp|euxassay_008399|brain, dorsal root ganglion, glossopharyngeal IX, incisor, molar, naris, neural retina, olfactory, respiratory, spinal cord, thyroid, tongue, trigeminal V, vagus X, vestibulocochlear VIII, vibrissa",OMIM|610929,oRG
CNN3,CNN3,1.27719,0,Cytoskeletal associated protein,"BrainSpLMD|1266;Eurexp|euxassay_009765|alimentary system, cardiovascular system, cavities and their linings, gland, integumental system, limb, mesenchyme, nervous system, renal/urinary system, reproductive system, respiratory system, sensory organ, tail, vertebral axis muscle system",OMIM|602374,oRG
CAPG,CAPG,1.27603,6.14e-13,Cytoskeletal associated protein,"BrainSpLMD|822;Eurexp|euxassay_014310|epithelium, incisor, mandible, maxilla, molar, oral epithelium, pharyngo-tympanic tube",OMIM|153615,oRG
SAT1,SAT1,1.27461,0,Enzyme: Acyltransferase,"BrainSpLMD|6303;Eurexp|euxassay_018693|bladder, incisor, metanephros, olfactory, urethra, vibrissa","OMIM|313020;HPO|6303|Blepharitis, Conjunctivitis, Corneal dystrophy, Dry skin, Dystrophic fingernails, Ectropion, Facial erythema, Follicular hyperkeratosis, Folliculitis, Heterogeneous, Keratitis, Nail dysplasia, Palmoplantar keratoderma, Perifollicular fibrosis, Photophobia, Scarring alopecia of scalp, Sparse and thin eyebrow, Sparse eyelashes, X-linked recessive inheritance",oRG
TNS1,TNS1,1.27248,5.24e-10,Adhesion molecule,BrainSpLMD|7145,OMIM|600076,oRG
AKTIP,AKTIP,1.27242,6.42e-07,Enzyme regulator;Ubiquitin proteasome system protein,"BrainSpLMD|64400;Eurexp|euxassay_003309|bladder, calyces, cervical, cervico-thoracic, dorsal root ganglion, epidermis, facial VII, glossopharyngeal IX, left lung, olfactory, right lung, submandibular gland primordium, thoracic, trigeminal V, urethra, vagus X, vestibulocochlear VIII, vibrissa",OMIM|608483,oRG
STK17A,STK17A,1.27103,2.27e-08,Serine/threonine kinase,BrainSpLMD|9263,OMIM|604726,oRG
GPC6,GPC6,1.27058,1.42e-13,Growth factor,BrainSpLMD|10082,"SFARI||Autism, 4 - Minimal evidence;OMIM|604404;HPO|10082|Anterolateral radial head dislocation, Atrial septal defect, Autosomal recessive inheritance, Axillary pterygia, Blepharophimosis, Cryptorchidism, Depressed nasal bridge, Disproportionate short-limb short stature, Epicanthus, Fibular hypoplasia, Flat face, Frontal bossing, Hemangioma, Hypoplastic distal humeri, Increased fibular diameter, Limited elbow extension, Limited elbow flexion, Limited elbow flexion/extension, Limited hip movement, Limited knee extension, Limited knee flexion, Limited knee flexion/extension, Long philtrum, Malar flattening, Micrognathia, Popliteal pterygium, Pulmonary artery stenosis, Rhizomelia, Short humerus, Short neck, Short nose, Short tibia, Umbilical hernia, Ventricular septal defect, Wide nasal bridge",oRG
AP1B1,AP1B1,1.2692,0.000374776,Transport/cargo protein,BrainSpLMD|162,OMIM|600157,oRG
FAM19A5,FAM19A5,1.26841,0,Chemokine,"BrainSpLMD|25817;Eurexp|euxassay_011592|brain, dorsal root ganglion, facial VII, glossopharyngeal IX, marginal layer, spinal cord, trigeminal V, vagus X",OMIM|617499,oRG
TMEM67,TMEM67,1.26805,9.64e-09,Unclassified,BrainSpLMD|91147,"OMIM|609884;HPO|91147|Anemia, Anteverted nares, Aplasia/Hypoplasia of the cerebellum, Aplasia/Hypoplasia of the iris, Apnea, Ataxia, Autosomal recessive inheritance, Bile duct proliferation, Biparietal narrowing, Blindness, Breathing dysregulation, Cataract, Cerebellar vermis hypoplasia, Chorioretinal abnormality, Chorioretinal coloboma, Cirrhosis, Cleft palate, Coloboma, Congenital hepatic fibrosis, Cryptorchidism, Depressed nasal ridge, Elevated hepatic transaminases, Elongated superior cerebellar peduncle, Encephalocele, Enlarged fossa interpeduncularis, Episodic tachypnea, Feeding difficulties in infancy, Full cheeks, Gait disturbance, Generalized hypotonia, Global developmental delay, Growth delay, Hepatic fibrosis, Hepatomegaly, Heterogeneous, Hyperreflexia, Hypertelorism, Infantile onset, Intellectual disability, Intellectual disability, moderate, Intrahepatic biliary atresia, Iris coloboma, Lobar holoprosencephaly, Long face, Low-set, posteriorly rotated ears, Microcephaly, Microcornea, Micrognathia, Microphthalmia, Molar tooth sign on MRI, Multicystic kidney dysplasia, Multiple small medullary renal cysts, Muscular hypotonia, Nephronophthisis, Nephropathy, Nystagmus, Occipital encephalocele, Oculomotor apraxia, Oligohydramnios, Optic atrophy, Optic nerve coloboma, Polydactyly, Polydipsia, Polyuria, Portal hypertension, Postaxial foot polydactyly, Postaxial hand polydactyly, Ptosis, Renal corticomedullary cysts, Renal insufficiency, Retinal degeneration, Round face, Sclerocornea, Sloping forehead, Spasticity, Splenomegaly, Stage 5 chronic kidney disease, Talipes, Thickened superior cerebellar peduncle, Tubular atrophy, Tubular basement membrane disintegration, Visual impairment, Wide mouth",oRG
